"","Gene","CcSP_neg.lfc","CcDN_neg.lfc","CcDP_neg.lfc","BeadSP_neg.lfc","BeadDN_neg.lfc","BeadDP_neg.lfc"
"652","CEP41",-0.44732,-1.1791,-0.26545,0.085059,-0.33988,0.43173
"653","NF1",-0.39298,-0.28545,-0.21409,0.22544,-0.39049,0.80768
"654","PSMB6",0.22392,-1.4448,0.16226,0.1126,0.11939,0.074145
"655","NT_37",-0.9655,-0.66561,1.6831,-0.50481,-0.067837,0.74522
"656","VNN2",-0.31868,-1.0438,1.3624,0.12606,-0.20088,0.26424
"657","NT_98",-0.95165,-6.1121,-7.1565,0.94029,0.6148,0.30446
"658","HNRNPK",0.74345,1.0853,0.2263,0.14667,-0.057453,-0.050999
"659","NRG1",-0.24633,-0.79438,-1.9858,0.038584,0.17739,0.29685
"660","DUSP3",1.0418,1.3282,2.4712,0.45681,0.26647,0.5987
"661","PHEX",-0.05852,1.5828,2.6287,0.028309,0.069181,-0.054696
"662","CCRL2",-0.17527,-0.99385,-1.5636,0.24407,0.16316,-0.90355
"663","FAS",-0.34788,0.86253,1.9872,-0.082666,-0.12335,-0.13998
"664","TPT1",0.92084,1.425,-0.1193,-0.2327,-0.58244,-0.080002
"665","SDC2",0.38338,-1.4297,-1.3907,0.51285,0.25412,0.47115
"666","ZNF514",-0.47729,-0.74634,1.8112,0.50621,0.26673,-0.030293
"667","GPR132",0.028375,0.36357,-0.44012,-0.22139,-0.40595,-0.40482
"668","LRFN2",-0.47478,0.19033,-4.4405,0.24491,0.30745,-0.21419
"669","AMICA1",-0.21121,-0.044397,1.6666,0.20347,0.079851,0.25353
"670","LAT",-0.44107,-0.56438,0.28935,-0.83555,0.014218,-0.51748
"671","NT_76",-0.92943,-2.1676,2.2601,0.34947,0.57367,0.043123
"672","NE_92",-1.06,-0.82794,-1.3449,-0.34329,-0.16733,-0.53999
"673","IL32",0.023309,0.086748,-0.57874,0.065048,-0.042608,0.17862
"674","NE_88",-0.94017,-4.7735,-3.5387,0.49561,0.22794,0.53121
"675","E2F1",-0.063354,-0.32252,0.61546,-0.26461,-0.0046998,-0.38195
"676","LGMN",-0.44344,-0.55158,0.11544,-0.19239,-0.1017,-0.046729
"677","KLRD1",-0.22009,-0.33938,-1.9537,0.58278,0.32422,0.55497
"678","TNR",-0.32012,-2.1708,0.47608,0.37549,0.21131,0.16152
"679","DMD",-0.30848,-3.0193,-3.1063,0.16953,0.32392,0.23657
"680","HLA-DPB1",1.3869,1.6805,-0.29622,0.64802,0.39069,0.10652
"681","ITCH",1.0107,0.79575,2.9373,0.035897,-0.34907,0.84287
"682","NUSAP1",0.25893,0.55903,2.657,0.73239,-0.36581,-0.25284
"683","MAN2A2",0.49193,1.0162,-3.8726,-0.030136,-0.1131,-0.085441
"684","NE_96",-0.99828,-1.2356,-2.1032,0.77408,0.52345,1.5329
"685","TNFRSF21",-0.085753,-0.93332,-1.5977,-0.37253,-0.10619,-0.50489
"686","ESR1",-0.27694,-0.24637,0.12039,0.12847,-0.43386,-1.1004
"687","CD226",0.65412,-0.5003,1.8385,0.45157,0.18983,0.20928
"688","XYLT1",-0.21699,-1.9708,-3.3427,-0.24045,-0.18532,-0.74053
"689","NCK1",0.35135,1.2795,2.2003,0.2839,0.70609,-0.52062
"690","QSOX2",-0.27943,0.34266,-0.55267,-0.45067,-0.43702,-0.28156
"691","SYNE2",0.44436,0.43895,0.062615,0.06336,-0.25302,-0.32094
"692","TEK",-0.41708,-0.22745,-0.46636,0.5305,0.17805,0.28025
"693","OFD1",-0.31146,-0.14867,-0.5589,0.31332,0.14474,0.29015
"694","NCF1",0.28402,0.26564,-0.58597,0.24286,0.066957,0.11734
"695","IL1R1",0.18619,0.23045,3.0605,0.025936,0.1025,-0.31514
"696","RIPK2",-0.0031005,-1.3292,-0.18133,0.52401,0.095555,-0.094246
"697","TMEM66",-0.40905,-1.2246,2.9823,-0.55706,-0.32701,-0.082789
"698","CRYAB",-0.093659,1.79,1.2831,0.034995,0.133,0.070729
"699","STAB2",0.45444,-1.4559,-0.55266,-0.16365,0.0058659,-0.23891
"700","FBXW11",0.12102,2.1609,-0.99287,0.19675,-0.37237,-0.88664
"701","BLK",-0.32833,2.0846,2.6062,-0.18457,-0.18342,0.02402
"702","RGS1",0.20113,0.97507,0.28453,0.9777,0.22104,0.5924
"703","NE_65",-0.74998,-0.74241,2.4881,-0.33708,-0.11795,-0.25719
"704","TP53BP1",0.86269,0.9204,-0.1385,0.3108,0.80638,-0.11929
"705","NE_28",-0.67092,-1.1576,-1.6315,1.0814,-0.35139,1.6904
"706","ITGB3",-0.14241,-1.0398,2.2169,-0.11972,0.38843,-0.21699
"707","HTR1F",0.4952,0.008309,2.6899,0.11367,-0.54857,-0.10163
"708","NT_47",-0.75128,0.91562,1.1861,-0.35226,0.1819,-0.92286
"709","MBL2",-0.45685,-0.55402,0.79308,0.61688,0.30867,0.77839
"710","ADAM10",-0.29755,-0.027918,1.3479,0.75198,1.4597,-0.38557
"711","JKAMP",0.6321,-0.5358,0.072341,0.48013,0.063453,0.2785
"712","BAX",-0.26595,-1.9538,-1.2005,0.23687,0.20097,0.61733
"713","NPTX2",0.35655,-0.4265,1.632,-0.93287,-0.27806,-0.30408
"714","NT_91",-0.61132,-0.17013,-4.0282,0.54647,0.42906,0.48479
"715","IGLL1",0.80547,1.4091,0.68157,-0.18038,0.05043,0.013744
"716","IFNAR1",-0.21638,-0.45553,0.70025,-0.10771,-0.23529,0.27155
"717","VAMP4",0.12159,0.19541,1.002,0.33274,0.39868,0.41387
"718","ANXA1",1.3087,0.24522,-0.1129,0.56948,0.35664,0.0064601
"719","SCARA5",0.10046,0.61408,1.1661,-0.0094324,0.66795,0.65354
"720","CD247",-0.057374,-0.26764,-0.88442,-0.013663,-0.07423,-0.1764
"721","SEMA4A",-0.29748,0.67898,-0.072717,0.2659,0.35381,-0.29912
"722","NE_70",-0.59803,-2.0406,-1.697,-0.35003,-0.3527,-2.2245
"723","STAT5B",-0.16001,0.66633,2.5118,-0.59138,-0.55322,-1.0103
"724","CYBB",0.12672,-0.8079,2.9573,0.52106,0.25362,0.40418
"725","MAP2K5",-0.34388,-0.58657,-0.60874,-0.29579,-0.1733,-0.70759
"726","PSME4",-0.065302,-1.416,-1.9629,-0.50363,0.17376,-0.34951
"727","TXNDC15",-0.13198,0.71319,1.135,-0.17415,-0.26901,-0.79925
"728","IL1RAP",-0.3477,0.14128,1.3123,0.49374,0.3368,0.32662
"729","NE_48",-0.65637,-3.9759,-6.8624,0.22456,1.3748,-0.81831
"730","CD9",-0.12858,0.562,-0.7115,-0.65337,0.17878,-0.25007
"731","SLC12A9",-0.45255,-0.11628,3.6608,-0.05881,-0.43577,-0.72567
"732","KISS1R",1.0094,0.80193,1.6661,-0.24949,-0.28516,-0.72561
"733","PSTPIP1",-0.28886,-0.67049,-2.0204,0.30735,0.046259,0.54478
"734","RTN4RL1",0.97698,0.84479,2.6304,-0.62221,-0.47097,-0.56896
"735","ADAM28",-0.31252,-0.94771,0.76757,0.52805,0.19287,-0.1674
"736","GBP1",0.40086,0.7552,2.7173,0.070986,0.057568,0.057896
"737","ACY3",0.096034,-0.038068,-1.8341,-0.23723,0.2009,-0.045972
"738","DFFB",0.206,0.92157,2.675,0.094407,0.67238,-0.80014
"739","ICAM1",0.12506,-0.22352,-0.79471,0.22804,0.12892,-0.26165
"740","NT_97",-0.59391,-1.1213,-2.8604,0.11037,0.49893,0.89613
"741","TTC3",-0.31111,0.14279,-0.21993,0.15615,-0.066969,-0.15573
"742","SERPINA5",0.9424,1.1477,1.849,-0.14824,-0.2899,-0.14663
"743","MRC2",0.32605,-0.11991,0.15018,0.38306,0.10571,0.26426
"744","PIK3CD",0.15133,-0.44916,-5.7114,-0.8842,-0.32907,-0.57649
"745","NT_46",-0.61634,0.83724,2.7388,-0.26841,1.1737,0.070171
"746","TTC36",1.3955,0.62641,0.66719,0.41714,-0.032952,-0.026134
"747","STAT4",0.50228,0.96778,-1.5154,0.70538,0.48876,0.60741
"748","PROM1",0.099581,1.5625,0.59819,-0.18207,-0.053909,-0.58542
"749","CD28",0.34193,0.2501,1.1533,0.77434,0.67528,0.2524
"750","C5AR1",0.26139,0.93636,0.8195,-0.14439,-0.15345,0.046735
"751","PRKDC",-0.21486,-1.0231,0.71427,-0.18309,-0.27757,-0.71224
"752","NE_87",-0.43818,0.63385,-1.3388,-0.35842,-0.1963,-0.040941
"753","PSME3",-0.12542,-0.90598,0.30887,-0.37122,-0.023509,-0.018149
"754","CNFN",-0.25298,-2.8001,-1.3881,-0.24609,-0.82793,-1.2286
"755","LRFN5",0.88157,-1.0245,0.19009,0.28938,-0.050815,0.4934
"756","NE_50",-0.49451,-2.3834,-3.4551,-0.69621,-0.018179,0.54524
"757","NT5E",0.35066,-1.053,0.14211,0.46186,0.21964,-0.24015
"758","DCTN3",0.15177,0.095713,-0.10952,0.55894,0.18013,-0.22121
"759","APOA1",0.9392,1.2551,2.8795,0.24157,0.22858,-0.97886
"760","SEPTIN6",0.48931,0.83367,-2.9277,0.11741,0.42485,0.11077
"761","ATP1B1",0.10511,-0.54933,1.215,-0.47552,-0.63023,-0.45984
"762","ANXA5",0.067971,-1.175,-1.8916,0.18593,0.47443,0.26905
"763","CD72",-0.281,0.80561,0.85129,0.28421,0.25491,0.39057
"764","NT_26",-0.42834,-1.2991,-0.24237,0.18086,0.58937,1.0958
"765","GPR65",-0.28071,-0.23327,-0.95007,0.28835,0.38307,0.44529
"766","CHN1",0.146,-0.80209,-0.0079006,0.034458,-0.27423,0.053936
"767","DEFB126",-0.15564,-1.8456,-1.9489,0.11774,0.2164,-0.037257
"768","PACC1",-0.066305,-0.79138,-4.0923,0.57269,0.7246,-0.28576
"769","NT_27",-0.47011,-0.41648,-2.4777,-2.0675,-0.99516,-0.68464
"770","PDE7A",-0.066889,-0.15548,0.62788,-0.12084,0.24453,-0.56684
"771","TMSB10",-0.39075,0.5296,-1.1573,-0.16244,-0.02818,0.0075131
"772","CEMIP2",0.23505,0.42121,0.27669,0.42586,0.33155,0.14921
"773","ERP44",0.64167,1.2719,-1.0401,0.24034,0.63409,-0.044003
"774","SH2B3",0.5096,0.64931,3.4959,1.4883,0.83278,0.56596
"775","DEFB115",0.42938,0.079049,-0.91843,0.22191,0.37039,0.67811
"776","CD40LG",0.73096,0.66745,2.171,-0.3096,-0.083399,0.089523
"777","ST3GAL3",0.45052,0.85371,-0.33867,0.17253,0.18059,-0.18168
"778","BBS10",-0.10895,-0.052511,0.32632,0.06597,0.072718,0.040146
"779","CD34",0.25656,0.18803,-3.4356,0.021763,-0.18619,0.39585
"780","NE_44",-0.38045,0.56442,2.3324,-0.036594,1.3911,0.54507
"781","SLC9A7",0.95461,0.28878,1.5981,0.31773,0.46809,0.15361
"782","CLCN3",0.42855,0.85181,2.7664,0.42306,-0.05127,0.39647
"783","CD4",-0.12022,-0.037258,2.4766,0.092962,0.095866,-0.072045
"784","ITM2C",0.92305,0.40013,1.7313,-0.24775,-0.35234,-0.63558
"785","IL10RB",0.13837,0.95461,1.9729,0.42914,0.18058,0.14822
"786","VCAM1",0.46132,-0.46559,4.2195,0.05654,-0.40745,-0.24273
"787","SLC1A3",0.11198,0.075949,-0.21731,0.43587,0.049302,0.13505
"788","IGJ",0.15011,-0.026241,2.7546,0.27011,0.52795,0.36439
"789","NE_45",-0.24536,1.3542,-1.0292,-0.40631,-0.37009,-0.28801
"790","GLTP",0.19313,-0.35123,-4.4652,0.26493,0.071158,0.42446
"791","BAD",-0.10778,-0.080381,0.13539,-0.094925,-0.42132,-0.011978
"792","ADAM2",0.20673,-0.054078,-2.318,-0.055178,-0.093585,-0.23297
"793","ABCC2",1.071,1.171,0.91903,1.0274,0.45417,-0.035753
"794","SLC43A1",0.045902,0.2629,0.043182,0.072748,0.25706,0.075611
"795","AAVS1",-0.26309,-1.5016,1.0686,0.066163,0.12157,0.86179
"796","PSMB9",-0.066651,0.4622,-0.45885,-0.096456,-0.48379,-0.085186
"797","EPHB6",0.0024007,0.68831,0.78505,-0.029772,0.15415,0.026919
"798","TSPEAR",0.63735,-0.40953,0.61329,0.44754,0.43056,0.18952
"799","ADAM9",-0.25712,-0.0043868,-0.90276,0.73183,0.13319,0.67406
"800","NE_57",-0.32878,0.28595,-1.1181,-0.34232,0.25074,-0.65176
"801","ASIC1",0.08934,-0.80051,-3.4099,-1.1557,-0.2575,-0.10213
"802","GRIN1",0.052428,-0.21587,0.44795,-0.34764,0.22556,-0.44933
"803","IL12B",0.36798,0.90959,-0.76675,0.18448,-0.12485,0.04172
"804","TMEM179B",0.38452,0.29347,0.35645,0.051939,-0.45453,-0.28485
"805","SCN5A",0.5652,-0.88991,-1.3748,0.0054031,-0.093156,-0.50764
"806","C10orf54",-0.0073505,-0.2329,-0.52368,0.049998,0.58568,-0.069803
"807","IL2RG",0.56826,-0.79658,-3.1517,-0.36971,0.6187,-1.0819
"808","ANKRD13A",0.093841,0.35462,0.60468,-0.026916,-0.22398,0.20575
"809","SOD1",-0.081424,-0.05047,1.7781,-0.47561,-0.45569,-0.16217
"810","CDH13",0.52687,0.83956,-1.0497,0.3745,-0.19573,0.19201
"811","EPHX3",0.28835,0.61709,3.501,0.18004,-0.22094,0.1211
"812","TMEM135",-0.25034,0.049126,1.295,0.070523,0.24879,0.031931
"813","GPR171",0.71436,1.172,2.2532,0.079542,0.46822,0.32219
"814","TXK",1.592,1.3112,0.43584,-0.62006,-0.39693,-0.86578
"815","DNAI2",-0.26148,-0.67754,-1.1995,-0.17265,-0.50906,-0.032436
"816","P2RX7",0.17818,0.18154,-1.0536,0.1461,0.56202,0.13482
"817","EDEM3",-0.094017,0.21304,-0.83367,-0.35612,-0.070144,-0.098526
"818","Bas_Safe",0.1909,-0.22437,-1.294,0.50965,-0.23845,-0.0084861
"819","ISLR2",0.28811,-1.0616,0.60635,-0.18528,-0.50421,-0.19849
"820","NE_51",-0.16424,-1.594,-0.91672,-0.40118,-0.21064,0.0054135
"821","NT_36",-0.13327,-1.4405,-3.3135,0.8196,0.42223,1.1354
"822","CD27",0.089696,1.1548,-4.9682,-1.0237,-0.5618,-0.93868
"823","LEP",0.027344,0.50205,1.0616,0.52468,0.25592,0.2782
"824","NE_74",-0.26098,-1.9609,-1.0464,-0.9293,-0.99809,-1.1426
"825","JAK2",-0.02349,0.48989,-0.25133,-0.34932,-0.15252,0.41016
"826","POLR2A",0.75312,-0.26435,1.5869,-0.10643,0.15405,-0.01107
"827","SELL",0.39279,-0.67181,-2.3278,0.12476,0.02839,-0.14086
"828","ZNF442",0.70716,0.54572,1.296,0.37973,0.45033,-0.76775
"829","IL20RB",-0.036358,-0.27928,-0.46281,-0.28319,0.16075,-0.044321
"830","IQCJ-SCHIP1",0.82059,0.98802,1.9604,-0.65742,-0.5426,0.073879
"831","B3GNT2",0.0039075,1.2009,-2.1783,-0.57319,-0.27035,-0.40522
"832","NE_37",-0.090894,-1.9449,-1.9019,-0.33254,0.41792,-0.3771
"833","ZBTB1",0.70232,-0.78015,2.04,-0.020236,-0.50877,1.0759
"834","CD3D",-0.044455,-0.28736,5.1718,0.22723,0.21616,-0.22624
"835","IL2RA",0.84334,-0.80938,-2.3215,0.34571,-0.29491,0.54496
"836","VAMP1",0.14574,0.83717,-0.44239,-0.31065,-0.13151,-0.086069
"837","MSANTD4",0.58119,0.82549,3.8555,0.43432,-0.05843,0.61136
"838","NE_69",-0.00088321,-0.28639,1.9934,0.78281,-0.18484,0.24541
"839","BSN",0.089517,-0.35981,4.5633,0.086519,0.10489,-0.34253
"840","TEC",0.16005,-0.8263,1.4118,-0.2641,-0.58537,-0.70288
"841","CSPG4",-0.16317,0.42934,1.0813,0.10525,-0.17788,-0.044636
"842","GLB1",0.059688,-0.26977,-1.1342,-0.16215,0.0041685,0.029881
"843","SERPINE2",0.84655,1.0483,3.1334,0.10469,-0.0732,-0.38933
"844","HLA-F",0.87179,0.49488,1.6254,-0.27499,0.12552,0.65125
"845","KRT4",0.35615,0.54982,0.80101,0.17539,-0.21623,0.97716
"846","TLR3",0.24345,2.0821,2.5824,0.2774,0.53829,-0.1397
"847","NT_92",-0.13152,0.89501,2.721,0.10421,-0.28882,0.87643
"848","TFPI",0.44795,0.87372,2.0509,0.25089,0.060072,-0.21242
"849","ACVR1B",-0.30004,-0.44978,-0.45347,0.07503,0.036069,0.39681
"850","DEFB119",-0.033296,0.4665,1.7205,0.76859,0.51511,0.51473
"851","C11orf80",0.82405,0.90198,-0.41911,-0.2228,-0.32429,-0.77098
"852","PAX5",-0.056397,-0.59903,2.4386,0.14371,0.15124,0.30402
"853","CLSTN2",0.030203,0.48017,-0.50915,0.29296,0.78303,0.31389
"854","FCGR3A",0.019261,0.48461,0.28229,0.23324,-0.14249,-0.018225
"855","CLMP",0.61029,0.16654,-0.56739,0.23508,-0.12743,0.91956
"856","DEFB133",0.58434,0.39881,1.0711,0.60981,0.73132,0.095446
"857","CERS2",0.38369,0.20735,0.72748,0.12059,0.16891,0.31986
"858","H1F0",0.22614,1.0712,1.7256,0.014555,-0.42866,-0.44129
"859","HSP90AB1",-0.063891,-0.1033,0.5212,-0.89165,-0.35364,-0.52619
"860","SDC1",0.30728,1.5721,-0.7281,0.033,0.17171,-0.48919
"861","NAGPA",0.37534,-2.3549,-2.7015,-0.53112,-0.29859,-0.1673
"862","PKD2L1",0.27383,1.239,1.6043,0.67419,0.62948,0.050408
"863","NCL",-0.041742,-0.10679,0.70732,-0.003863,0.096615,-0.11052
"864","FADD",0.97316,0.28621,0.43373,-0.064311,-0.19029,-0.2633
"865","PIK3CB",0.92874,1.9164,1.5956,0.34238,0.26311,0.44364
"866","FCER1A",0.5876,-0.1702,-0.29718,0.31912,0.41216,0.18792
"867","GNS",-0.018207,0.65259,-0.89984,0.078568,-0.026696,0.097237
"868","PPARG",0.2138,1.1568,-1.124,-0.13843,0.14199,0.46129
"869","ZNF136",-0.057466,0.12085,0.0096855,-0.068058,0.071596,0.14705
"870","NEIL1",-0.026696,-1.1171,-2.8974,0.082698,-0.78176,0.25642
"871","NT_44",0.024061,-0.72249,-2.3147,0.69502,0.4716,0.69278
"872","BEX2",0.0086165,0.44822,-0.5794,0.34233,0.68173,-0.23586
"873","RAD23B",0.083467,-0.73687,-1.4485,-0.058425,-0.2777,0.048458
"874","VTCN1",-0.039992,0.70409,0.72102,-0.34644,-0.028842,0.59664
"875","LAMP5",0.20919,-0.15222,1.4802,0.030967,-0.24653,-0.37166
"876","TGFB3",0.080309,0.84632,-2.0368,-0.38204,0.23558,-0.29169
"877","FGFBP1",0.3875,-0.50262,-0.347,0.48001,0.0093305,-0.69544
"878","KCNH5",0.22778,-0.037289,2.2735,0.28019,0.37255,0.11327
"879","SLC12A7",0.93904,0.55284,0.63258,-0.60711,-0.072428,0.35681
"880","HSP90AA1",0.1348,0.31058,-1.6953,-0.32643,-0.63775,-0.40927
"881","NE_78",0.093443,-1.0393,-2.4828,0.14335,-0.43261,-1.7542
"882","DEFB134",0.059438,1.3802,-1.1785,0.53523,0.092853,1.0535
"883","SLC2A4",0.063851,0.96258,1.7633,-0.52462,-0.33297,-0.30497
"884","EFNA5",0.59683,0.50735,2.5915,-0.14205,0.13407,0.0017298
"885","TRPV2",0.73257,0.29661,-0.20387,-0.090496,0.53171,0.12004
"886","XCL1",0.40881,0.11226,4.484,-0.035006,-0.27689,-0.20226
"887","LY9",0.19083,-0.71345,1.1235,0.030723,0.50907,-0.090925
"888","TIMP1",-0.085637,-0.53222,1.0644,0.27656,0.43128,-0.021375
"889","LRRTM1",0.3137,0.25008,1.1201,0.042227,-0.080933,1.0186
"890","NE_90",0.13149,-2.2801,4.2784,-0.4671,-0.46985,-0.67669
"891","DEFB105B",-0.12744,0.41279,2.1689,0.67134,-0.16121,0.81109
"892","NT_99",0.12757,-0.58451,-3.2662,0.23891,0.019683,0.60505
"893","PSMC3",0.31682,2.1769,-0.151,0.19471,-0.20028,-0.95646
"894","AMBP",0.34217,0.65324,0.54858,-0.018731,0.062332,0.44604
"895","NE_80",0.13865,0.13511,-0.086486,-0.20828,-0.028522,-0.049727
"896","CD19",0.37878,1.0621,1.8135,0.14562,0.10089,0.17597
"897","TP73",0.35596,0.035684,0.81666,0.35436,0.451,0.13877
"898","NE_29",0.14152,-0.12449,4.9361,-0.6692,-1.18,-0.90975
"899","NT_53",0.16316,-0.48144,-3.5251,0.33002,0.25012,0.75053
"900","CR1",0.79467,1.4923,-1.0874,-0.12307,-0.37924,0.40941
"901","VDAC2",0.68203,0.82905,0.82255,0.12799,-0.0052462,-0.48926
"902","DEFB112",0.31313,-0.30937,-0.098928,0.44935,0.38648,0.098644
"903","SLC7A11",0.14644,0.4358,0.39083,-0.15392,0.35365,0.57662
"904","DEFB124",-0.13024,-2.078,1.4786,0.36156,0.49301,0.20663
"905","MMP7",0.51895,-0.056691,-1.1681,0.016277,0.41609,0.32076
"906","LDLR",0.50837,1.1026,2.3261,0.14984,0.049257,0.34694
"907","NT_71",0.18444,-1.9323,2.5726,1.2476,0.26638,0.2392
"908","SLAMF6",-0.025586,-1.5574,0.47119,0.19687,0.24413,0.53334
"909","SLC29A1",0.078429,-0.011257,0.46963,-0.10925,0.13135,0.44442
"910","SPOCK2",0.18719,-0.4456,0.36848,-0.66489,0.2903,-1.2582
"911","LMBRD1",0.65503,0.95774,1.0809,0.22934,0.11325,0.17075
"912","ZNF502",0.02988,-0.25939,1.8415,0.093678,0.11074,-0.27435
"913","HCST",0.36747,0.70868,3.0072,-0.13344,-0.18697,-0.061594
"914","FGFR3",1.2711,-0.16356,2.4145,-0.15791,0.30401,0.17034
"915","CLN5",0.09451,-0.23059,-1.1182,0.43825,0.075943,0.30168
"916","NT_85",0.20851,1.0308,1.888,0.57455,0.081405,0.071543
"917","EGFR",0.85091,-0.28579,2.1524,0.57845,0.57781,1.7396
"918","RPS10P5",-0.053492,-0.63623,-1.2315,-0.20401,-0.26721,0.39409
"919","SAMHD1",0.74959,0.074391,-0.082385,-0.11594,0.079514,0.015271
"920","IL21R",-0.044716,-1.2786,1.8295,-0.39621,-0.68094,0.20886
"921","SLA2",0.054911,0.25594,-0.30546,0.61936,0.49942,-0.3895
"922","RTN4RL2",0.30277,0.0093084,-0.39591,-0.51335,-0.3872,-0.3554
"923","NOTCH2",0.21718,1.4863,1.4726,0.39497,0.64348,-0.044781
"924","NE_75",0.21318,-1.0528,-2.3398,0.60404,0.10073,0.08075
"925","IL13",0.41939,0.23057,-0.37784,0.086529,0.11257,0.26361
"926","IL1RAPL1",0.040868,1.6814,2.7344,0.2335,0.048463,-0.045289
"927","PDE4B",0.74398,0.15247,1.0006,-0.046974,-0.48516,0.20748
"928","LPAR1",0.76519,0.17813,1.2135,0.42244,-0.1553,0.23419
"929","PLAUR",-0.0056654,0.47496,-1.5162,-0.031083,0.22618,-0.31173
"930","CD83",0.51948,-0.1551,1.0625,-0.063974,0.24544,0.035199
"931","IL17RB",0.20193,-0.10778,0.43835,-0.55894,-0.4186,0.30854
"932","TIRAP",0.42057,-1.0941,2.0314,-0.19479,-0.30239,0.63907
"933","CD38",0.48019,0.26574,0.68226,0.55244,-0.013397,-0.16663
"934","NT_65",0.26886,-2.4142,-2.4696,0.42726,0.73594,-0.016522
"935","IFNLR1",0.30631,1.0924,1.5796,-0.26508,-0.12643,0.5255
"936","THEMIS2",0.12514,0.60447,-0.22775,0.017586,0.42568,-0.36994
"937","GLMP",0.062788,-0.026885,-0.22052,0.039934,-0.22826,-0.17793
"938","LRFN4",1.3532,0.46763,-0.76737,-0.291,-0.24608,-0.15809
"939","CD209",0.85901,-0.013938,-0.36939,-0.17437,-0.38422,-0.18532
"940","NE_61",0.30183,2.4616,0.45998,-0.71083,-0.015235,-1.2651
"941","PLCE1",1.165,0.48818,1.3323,-0.43349,-0.27735,0.060027
"942","CALR",-0.00038469,-0.93693,-0.51509,-0.065112,0.41531,-0.9571
"943","CFTR",0.29069,-1.0608,-1.4009,-0.89692,0.33315,0.28853
"944","PLXNB2",0.38758,0.3894,-0.51515,-0.016769,-0.16448,0.49168
"945","ZFYVE19",0.064337,0.57027,0.19616,-0.95731,-0.44411,-0.38005
"946","LZTFL1",1.3078,0.88953,1.428,-0.089422,-0.33024,-0.079485
"947","FCER2",0.98024,1.2639,0.80981,0.038354,0.34251,-0.49707
"948","IQGAP2",0.095963,-0.10986,-1.2861,-1.0639,-0.092726,0.1543
"949","IL15RA",0.37492,0.68192,3.0134,-0.46263,-0.10585,-0.23258
"950","RBCK1",0.64424,1.0985,-1.9732,0.21228,0.49666,0.35575
"951","CD3G",0.027594,0.45514,3.1313,0.0022331,0.14795,0.32196
"952","ADAM15",-0.14291,0.36104,-1.8988,-0.2693,-0.1707,0.00075374
"953","RAMP2",1.0896,2.2439,2.1979,0.00051048,-0.34906,0.37372
"954","C1QTNF6",-0.011075,-0.19184,0.73178,-0.13484,0.002656,-0.016213
"955","RTP5",0.53702,-0.59678,-0.1841,-0.13318,-0.40571,-0.31224
"956","GHSR",0.02775,-0.21467,0.11476,0.016133,-0.074255,0.15182
"957","DEFB131A",0.23803,0.68691,-2.1925,-0.17314,0.38798,0.31378
"958","CDHR3",0.0064264,-0.45426,-0.78855,-0.40738,0.10163,-0.037299
"959","NRAS",0.060699,1.8771,2.1489,0.27768,-0.17899,0.28847
"960","IGSF8",0.40984,0.37687,-0.97201,-0.69056,0.086076,-0.73988
"961","TMEM87A",0.16193,1.0007,0.083248,-0.15465,-0.32314,-0.089102
"962","KCNK17",1.5209,1.3869,0.61419,-0.6936,-0.49234,-0.60442
"963","ITGB8",0.80901,0.54507,2.8709,0.63097,-0.15973,-0.35915
"964","IL1RL2",0.15408,0.80802,2.896,0.39178,0.44215,-0.2238
"965","ITGA5",0.61604,0.51905,2.3245,-0.21184,0.0623,-0.79756
"966","CRKL",0.39032,0.35497,0.48619,-0.025674,-0.28442,-0.036052
"967","HTR3B",0.25042,-0.46954,-1.3624,0.42213,0.035114,0.64696
"968","CCR9",1.0398,0.40389,-1.3912,-0.049213,-0.087293,-0.3116
"969","NT_29",0.39668,0.95657,1.8017,-0.49691,0.67704,0.20211
"970","NE_52",0.36975,0.2824,3.3023,0.19525,0.10881,0.22013
"971","MFAP4",0.2542,0.50577,2.0302,-0.13785,-0.089001,-0.024024
"972","CD3E",0.2654,0.71145,1.3153,0.17415,-0.21528,0.089417
"973","FAM189B",-0.063859,-0.27236,-1.0958,-0.64167,-0.085139,-1.7111
"974","FAP",0.99792,0.60907,1.03,0.57081,0.41609,0.13928
"975","LRP4",-0.093187,-0.42355,-0.08221,-0.52256,-0.28907,-0.72282
"976","PLA2R1",0.16761,-0.97839,1.7669,0.0028585,0.22569,-0.40677
"977","LGALS1",0.039396,-1.328,2.2486,0.12194,-0.99065,-0.66444
"978","SLC1A2",0.012587,-0.73428,-1.4811,-0.28593,-0.40418,-0.65174
"979","GLTSCR2",0.025649,-0.62517,-0.22917,-0.038215,-0.14178,-0.043587
"980","GGT6",0.36066,0.78842,0.18566,0.5105,-0.21453,0.61054
"981","SPIRE1",0.52091,-0.51382,0.31969,0.097148,-0.014136,0.41618
"982","EPHA2",0.80293,-0.55905,0.91195,-0.061093,0.33222,0.1071
"983","PSMD10",1.0981,1.6195,2.0669,-0.037791,0.43976,0.86252
"984","CSF2RA",0.72897,0.92989,1.4761,0.51298,0.46108,0.15859
"985","PLXNB3",1.2883,0.28886,1.4663,-0.030422,0.44036,0.12589
"986","KRT16",0.18578,-1.0032,1.5814,0.25698,0.29419,0.66446
"987","JAK1",0.059612,-0.16367,0.5699,-0.1598,-0.10361,-0.56662
"988","LCAT",0.13753,0.33708,-0.41615,0.095437,0.03947,-0.20081
